LIBGEO,BV2012,LIBBV2012
Montségur-sur-Lauzon,84138,Valréas
Montvendre,26064,Chabeuil
Moras-en-Valloire,38034,Beaurepaire
Mornans,26114,Dieulefit
La Motte-Chalancon,26220,Nyons
La Motte-de-Galaure,26333,Saint-Vallier
La Motte-Fanjas,26307,Saint-Jean-en-Royans
Mours-Saint-Eusèbe,26281,Romans-sur-Isère
Mureils,26333,Saint-Vallier
Nyons,26220,Nyons
Omblèze,26108,Crest
Orcinas,26114,Dieulefit
Oriol-en-Royans,26307,Saint-Jean-en-Royans
Ourches,26108,Crest
Parnans,26281,Romans-sur-Isère
Le Pègue,84138,Valréas
Pelonne,26220,Nyons
Pennes-le-Sec,26113,Die
La Penne-sur-l'Ouvèze,26063,Buis-les-Baronnies
Peyrins,26281,Romans-sur-Isère
Peyrus,26064,Chabeuil
Piégon,84137,Vaison-la-Romaine
Piégros-la-Clastre,26108,Crest
Pierrelatte,26235,Pierrelatte
Pierrelongue,26063,Buis-les-Baronnies
Les Pilles,26220,Nyons
Plaisians,26063,Buis-les-Baronnies
Plan-de-Baix,26108,Crest
Le Poët-Célard,26114,Dieulefit
Le Poët-en-Percip,26063,Buis-les-Baronnies
Le Poët-Laval,26114,Dieulefit
Le Poët-Sigillat,26220,Nyons
Pommerol,26113,Die
Ponet-et-Saint-Auban,26113,Die
Ponsas,26333,Saint-Vallier
Pontaix,26113,Die
Pont-de-Barret,26198,Montélimar
Pont-de-l'Isère,07324,Tournon-sur-Rhône
Portes-en-Valdaine,26198,Montélimar
Portes-lès-Valence,26362,Valence
Poyols,26113,Die
Pradelle,26113,Die
Les Prés,05179,Veynes
Propiac,26063,Buis-les-Baronnies
Puygiron,26198,Montélimar
Puy-Saint-Martin,26198,Montélimar
Ratières,26301,Saint-Donat-sur-l'Herbasse
Réauville,84138,Valréas
Recoubeau-Jansac,26113,Die
Reilhanette,84123,Sault
Rémuzat,26220,Nyons
Rimon-et-Savel,26113,Die
Rioms,26063,Buis-les-Baronnies
Rochebaudin,26198,Montélimar
Rochebrune,26063,Buis-les-Baronnies
Rochechinard,26307,Saint-Jean-en-Royans
La Roche-de-Glun,07324,Tournon-sur-Rhône
Rochefort-en-Valdaine,26198,Montélimar
Rochefort-Samson,26281,Romans-sur-Isère
Rochefourchat,26113,Die
Rochegude,84019,Bollène
Roche-Saint-Secret-Béconne,26114,Dieulefit
La Roche-sur-Grane,26108,Crest
La Roche-sur-le-Buis,26063,Buis-les-Baronnies
La Rochette-du-Buis,26063,Buis-les-Baronnies
Romans-sur-Isère,26281,Romans-sur-Isère
Romeyer,26113,Die
Rottier,26220,Nyons
Roussas,84138,Valréas
Rousset-les-Vignes,84138,Valréas
Roussieux,05070,Laragne-Montéglin
Roynac,26198,Montélimar
Sahune,26220,Nyons
Saillans,26108,Crest
Saint-Agnan-en-Vercors,26307,Saint-Jean-en-Royans
Saint-Andéol,26113,Die
Saint-Auban-sur-l'Ouvèze,26063,Buis-les-Baronnies
Saint-Avit,26301,Saint-Donat-sur-l'Herbasse
Saint-Bardoux,26301,Saint-Donat-sur-l'Herbasse
Saint-Barthélemy-de-Vals,26333,Saint-Vallier
Saint-Benoit-en-Diois,26113,Die
Saint-Bonnet-de-Valclérieux,38416,Saint-Marcellin
Saint-Christophe-et-le-Laris,26325,Saint-Rambert-d'Albon
Sainte-Croix,26113,Die
Saint-Dizier-en-Diois,26113,Die
Saint-Donat-sur-l'Herbasse,26301,Saint-Donat-sur-l'Herbasse
Sainte-Eulalie-en-Royans,26307,Saint-Jean-en-Royans
Sainte-Euphémie-sur-Ouvèze,26063,Buis-les-Baronnies
Saint-Ferréol-Trente-Pas,26220,Nyons
Saint-Gervais-sur-Roubion,26198,Montélimar
Sainte-Jalle,26063,Buis-les-Baronnies
Saint-Jean-en-Royans,26307,Saint-Jean-en-Royans
Saint-Julien-en-Quint,26113,Die
Saint-Julien-en-Vercors,38548,Villard-de-Lans
Saint-Laurent-d'Onay,26301,Saint-Donat-sur-l'Herbasse
Saint-Laurent-en-Royans,26307,Saint-Jean-en-Royans
Saint-Marcel-lès-Sauzet,26198,Montélimar
Saint-Marcel-lès-Valence,26362,Valence
Saint-Martin-d'Août,26325,Saint-Rambert-d'Albon
Saint-Martin-en-Vercors,38548,Villard-de-Lans
Saint-Martin-le-Colonel,26307,Saint-Jean-en-Royans
Saint-Maurice-sur-Eygues,84138,Valréas
Saint-May,26220,Nyons
Saint-Michel-sur-Savasse,26281,Romans-sur-Isère
Saint-Nazaire-en-Royans,26307,Saint-Jean-en-Royans
Saint-Nazaire-le-Désert,26113,Die
Saint-Pantaléon-les-Vignes,84138,Valréas
Saint-Paul-lès-Romans,26281,Romans-sur-Isère
Saint-Paul-Trois-Châteaux,26324,Saint-Paul-Trois-Châteaux
Saint-Rambert-d'Albon,26325,Saint-Rambert-d'Albon
Saint-Restitut,26324,Saint-Paul-Trois-Châteaux
Saint-Roman,26113,Die
Saint-Sauveur-en-Diois,26108,Crest
Saint-Sauveur-Gouvernet,26063,Buis-les-Baronnies
Saint-Sorlin-en-Valloire,26325,Saint-Rambert-d'Albon
Saint-Thomas-en-Royans,26307,Saint-Jean-en-Royans
Saint-Uze,26333,Saint-Vallier
Saint-Vallier,26333,Saint-Vallier
Salettes,26198,Montélimar
Salles-sous-Bois,84138,Valréas
Saou,26108,Crest
Saulce-sur-Rhône,26165,Livron-sur-Drôme
Sauzet,26198,Montélimar
Savasse,26198,Montélimar
Séderon,84123,Sault
Serves-sur-Rhône,26333,Saint-Vallier
Solérieux,26324,Saint-Paul-Trois-Châteaux
Souspierre,26198,Montélimar
Soyans,26108,Crest
Suze-la-Rousse,84019,Bollène
Suze,26108,Crest
Tain-l'Hermitage,07324,Tournon-sur-Rhône
Taulignan,84138,Valréas
Tersanne,26325,Saint-Rambert-d'Albon
Teyssières,26114,Dieulefit
Les Tonils,26114,Dieulefit
La Touche,26198,Montélimar
Les Tourrettes,26198,Montélimar
Treschenu-Creyers,26113,Die
Triors,26281,Romans-sur-Isère
Truinas,26114,Dieulefit
Tulette,84138,Valréas
Upie,26037,Beaumont-lès-Valence
Vachères-en-Quint,26113,Die
Valaurie,26324,Saint-Paul-Trois-Châteaux
Valdrôme,05179,Veynes
Valence,26362,Valence
Valouse,26114,Dieulefit
Vassieux-en-Vercors,26113,Die
Vaunaveys-la-Rochette,26108,Crest
Veaunes,07324,Tournon-sur-Rhône
Venterol,26220,Nyons
Vercheny,26113,Die
Verclause,26220,Nyons
Vercoiran,26063,Buis-les-Baronnies
Véronne,26108,Crest
Vers-sur-Méouge,84123,Sault
Vesc,26114,Dieulefit
Villebois-les-Pins,05070,Laragne-Montéglin
Villefranche-le-Château,84123,Sault
Villeperdrix,26220,Nyons
Vinsobres,26220,Nyons
Volvent,26113,Die
Granges-les-Beaumont,26281,Romans-sur-Isère
Gervans,07324,Tournon-sur-Rhône
Jaillans,26281,Romans-sur-Isère
Saint-Vincent-la-Commanderie,26281,Romans-sur-Isère
Aclou,27116,Brionne
Acon,28348,Saint-Lubin-des-Joncherets - Nonancourt
Acquigny,27375,Louviers
Aigleville,27448,Pacy-sur-Eure
Ailly,27275,Gaillon
Aizier,27467,Pont-Audemer
Ajou,27051,Beaumont-le-Roger
Alizay,76540,Rouen
Ambenay,61214,L'Aigle
Amécourt,76312,Gournay-en-Bray
Amfreville-la-Campagne,27428,Le Neubourg
Amfreville-les-Champs,27493,Romilly-sur-Andelle
Amfreville-sous-les-Monts,27493,Romilly-sur-Andelle
Amfreville-sur-Iton,27375,Louviers
Andé,27375,Louviers
Les Andelys,27016,Les Andelys
Angerville-la-Campagne,27229,Évreux
Appeville-Annebault,27467,Pont-Audemer
Armentières-sur-Avre,27679,Verneuil-sur-Avre
Arnières-sur-Iton,27229,Évreux
Asnières,27467,Pont-Audemer
Aubevoye,27275,Gaillon
Aulnay-sur-Iton,27165,Conches-en-Ouche
Le Roncenay-Authenay,27198,Damville
Autheuil-Authouillet,27275,Gaillon
Authevernes,95355,Magny-en-Vexin
Les Authieux,27507,Saint-André-de-l'Eure
Authou,27116,Brionne
Aviron,27229,Évreux
Avrilly,27229,Évreux
Bacquepuis,27229,Évreux
Bacqueville,27246,Fleury-sur-Andelle
Bailleul-la-Vallée,27467,Pont-Audemer
Bâlines,27679,Verneuil-sur-Avre
Barc,27051,Beaumont-le-Roger
Les Barils,27679,Verneuil-sur-Avre
Barneville-sur-Seine,27103,Bourg-Achard
Barquet,27051,Beaumont-le-Roger
La Barre-en-Ouche,61214,L'Aigle
Barville,27056,Bernay
Les Baux-de-Breteuil,27112,Breteuil
Les Baux-Sainte-Croix,27229,Évreux
Bazincourt-sur-Epte,27284,Gisors
Bazoques,27056,Bernay
Beaubray,27165,Conches-en-Ouche
Beauficel-en-Lyons,27246,Fleury-sur-Andelle
Beaumesnil,27051,Beaumont-le-Roger
Beaumontel,27051,Beaumont-le-Roger
Beaumont-le-Roger,27051,Beaumont-le-Roger
Le Bec-Hellouin,27116,Brionne
Le Bec-Thomas,76540,Rouen
Bémécourt,27112,Breteuil
Bérengeville-la-Campagne,27428,Le Neubourg
Bernay,27056,Bernay
Bernienville,27428,Le Neubourg
Bernières-sur-Seine,27016,Les Andelys
Bernouville,27284,Gisors
Berthenonville,95355,Magny-en-Vexin
Berthouville,27116,Brionne
Berville-en-Roumois,76540,Rouen
Berville-la-Campagne,27165,Conches-en-Ouche
Berville-sur-Mer,27467,Pont-Audemer
Beuzeville,27467,Pont-Audemer
Bézu-la-Forêt,76312,Gournay-en-Bray
Bézu-Saint-Éloi,27284,Gisors
Bois-Anzeray,61214,L'Aigle
Bois-Arnault,61214,L'Aigle
Boisemont,27016,Les Andelys
Le Bois-Hellain,27467,Pont-Audemer
Bois-Jérôme-Saint-Ouen,27681,Vernon
Bois-le-Roi,27230,Ézy-sur-Eure
Boisney,27116,Brionne
Bois-Normand-près-Lyre,61214,L'Aigle
Boisset-les-Prévanches,27448,Pacy-sur-Eure
Boissey-le-Châtel,76540,Rouen
La Boissière,27230,Ézy-sur-Eure
Boissy-Lamberville,27056,Bernay
Boncourt,27448,Pacy-sur-Eure
La Bonneville-sur-Iton,27165,Conches-en-Ouche
Bonneville-Aptot,76540,Rouen
Bosc-Bénard-Commin,76540,Rouen
Bosc-Bénard-Crescy,27103,Bourg-Achard
Bosc-Renoult-en-Ouche,27051,Beaumont-le-Roger
Bosc-Renoult-en-Roumois,76540,Rouen
Le Bosc-Roger-en-Roumois,76540,Rouen
Bosgouet,27103,Bourg-Achard
Bosguérard-de-Marcouville,76540,Rouen
Bosnormand,76540,Rouen
Bosquentin,76312,Gournay-en-Bray
Bosrobert,27116,Brionne
Les Bottereaux,61214,L'Aigle
Bouafles,27016,Les Andelys
Bouchevilliers,76312,Gournay-en-Bray
Le Boulay-Morin,27229,Évreux
Boulleville,27467,Pont-Audemer
Bouquelon,27467,Pont-Audemer
Bouquetot,27103,Bourg-Achard
Bourg-Achard,27103,Bourg-Achard
Bourg-Beaudouin,27246,Fleury-sur-Andelle
Bourgtheroulde-Infreville,76540,Rouen
Bournainville-Faverolles,27056,Bernay
Bourneville,27467,Pont-Audemer
Bourth,27679,Verneuil-sur-Avre
Bray,27428,Le Neubourg
Brestot,27103,Bourg-Achard
Bretagnolles,27507,Saint-André-de-l'Eure
Breteuil,27112,Breteuil
Brétigny,27116,Brionne
Breuilpont,27448,Pacy-sur-Eure
Breux-sur-Avre,28348,Saint-Lubin-des-Joncherets - Nonancourt
Brionne,27116,Brionne
Broglie,14478,Orbec
Brosville,27229,Évreux
Bueil,27230,Ézy-sur-Eure
Burey,27165,Conches-en-Ouche
Bus-Saint-Rémy,27681,Vernon
Cahaignes,27681,Vernon
Caillouet-Orgeville,27448,Pacy-sur-Eure
Cailly-sur-Eure,27229,Évreux
Calleville,27116,Brionne
Campigny,27467,Pont-Audemer
Canappeville,27375,Louviers
Cantiers,27226,Étrépagny
Caorches-Saint-Nicolas,27056,Bernay
Capelle-les-Grands,14478,Orbec
Carsix,27116,Brionne
Caugé,27165,Conches-en-Ouche
Caumont,27103,Bourg-Achard
Cauverville-en-Roumois,27467,Pont-Audemer
Cesseville,27428,Le Neubourg
Chaignes,27448,Pacy-sur-Eure
Chaise-Dieu-du-Theil,61214,L'Aigle
Chamblac,14478,Orbec
Chambord,61214,L'Aigle
Chambray,27448,Pacy-sur-Eure
Champ-Dolent,27165,Conches-en-Ouche
Champenard,27275,Gaillon
Champignolles,27051,Beaumont-le-Roger
Champigny-la-Futelaye,27507,Saint-André-de-l'Eure
Chanteloup,27198,Damville
La Chapelle-Bayvel,27467,Pont-Audemer
La Chapelle-du-Bois-des-Faulx,27229,Évreux
La Chapelle-Gauthier,14478,Orbec
La Chapelle-Hareng,27056,Bernay
La Chapelle-Réanville,27681,Vernon
Charleval,27246,Fleury-sur-Andelle
Château-sur-Epte,95355,Magny-en-Vexin
Chauvincourt-Provemont,27226,Étrépagny
Chavigny-Bailleul,27507,Saint-André-de-l'Eure
Chennebrun,27679,Verneuil-sur-Avre
Chéronvilliers,61214,L'Aigle
Le Chesne,27112,Breteuil
Cierrey,27448,Pacy-sur-Eure
Cintray,27112,Breteuil
Civières,27681,Vernon
Claville,27229,Évreux
Collandres-Quincarnon,27165,Conches-en-Ouche
Colletot,27467,Pont-Audemer
Combon,27428,Le Neubourg
Conches-en-Ouche,27165,Conches-en-Ouche
Condé-sur-Iton,27112,Breteuil
Condé-sur-Risle,27467,Pont-Audemer
Connelles,27375,Louviers
Conteville,27467,Pont-Audemer
Cormeilles,27467,Pont-Audemer
Le Cormier,27448,Pacy-sur-Eure
Corneuil,27198,Damville
Corneville-la-Fouquetière,27051,Beaumont-le-Roger
Corneville-sur-Risle,27467,Pont-Audemer
Corny,27016,Les Andelys
Coudray,27226,Étrépagny
Coudres,27507,Saint-André-de-l'Eure
Courbépine,27056,Bernay
Courcelles-sur-Seine,27275,Gaillon
Courdemanche,28348,Saint-Lubin-des-Joncherets - Nonancourt
Courteilles,27679,Verneuil-sur-Avre
La Couture-Boussey,27230,Ézy-sur-Eure
Crasville,27375,Louviers
Crestot,27428,Le Neubourg
Criquebeuf-la-Campagne,27428,Le Neubourg
Criquebeuf-sur-Seine,27469,Pont-de-l'Arche
La Croisille,27165,Conches-en-Ouche
Croisy-sur-Eure,27448,Pacy-sur-Eure
La Croix-Saint-Leufroy,27275,Gaillon
Crosville-la-Vieille,27428,Le Neubourg
Croth,27230,Ézy-sur-Eure
Cuverville,27016,Les Andelys
Dame-Marie,27112,Breteuil
Les Damps,27469,Pont-de-l'Arche
Dampsmesnil,95355,Magny-en-Vexin
Damville,27198,Damville
Dangu,27284,Gisors
Dardez,27229,Évreux
Daubeuf-la-Campagne,27375,Louviers
Daubeuf-près-Vatteville,27016,Les Andelys
Douains,27448,Pacy-sur-Eure
Doudeauville-en-Vexin,27226,Étrépagny
Douville-sur-Andelle,27493,Romilly-sur-Andelle
Droisy,28348,Saint-Lubin-des-Joncherets - Nonancourt
Drucourt,27056,Bernay
Duranville,27056,Bernay
Écaquelon,27116,Brionne
Écardenville-la-Campagne,27428,Le Neubourg
Écardenville-sur-Eure,27275,Gaillon
Écauville,27428,Le Neubourg
Écos,27681,Vernon
Écouis,27016,Les Andelys
Ecquetot,27428,Le Neubourg
Émalleville,27229,Évreux
Émanville,27428,Le Neubourg
Épaignes,27467,Pont-Audemer
Épégard,27428,Le Neubourg
Épieds,27230,Ézy-sur-Eure
Épinay,27056,Bernay
Épreville-en-Lieuvin,27056,Bernay
Épreville-en-Roumois,27103,Bourg-Achard
Épreville-près-le-Neubourg,27428,Le Neubourg
Les Essarts,27198,Damville
Étrépagny,27226,Étrépagny
Étréville,27467,Pont-Audemer
Éturqueraye,27103,Bourg-Achard
Évreux,27229,Évreux
Ézy-sur-Eure,27230,Ézy-sur-Eure
Fains,27448,Pacy-sur-Eure
Farceaux,27226,Étrépagny
Fatouville-Grestain,14333,Honfleur
Fauville,27229,Évreux
Faverolles-la-Campagne,27165,Conches-en-Ouche
Le Favril,27056,Bernay
Ferrières-Haut-Clocher,27165,Conches-en-Ouche
Ferrières-Saint-Hilaire,27056,Bernay
La Ferrière-sur-Risle,27051,Beaumont-le-Roger
Feuguerolles,27428,Le Neubourg
Le Fidelaire,27165,Conches-en-Ouche
Fiquefleur-Équainville,14333,Honfleur
Flancourt-Catelon,27103,Bourg-Achard
Fleury-la-Forêt,27246,Fleury-sur-Andelle
Fleury-sur-Andelle,27246,Fleury-sur-Andelle
Flipou,27493,Romilly-sur-Andelle
Folleville,27056,Bernay
Fontaine-Bellenger,27275,Gaillon
Fontaine-Heudebourg,27375,Louviers
Fontaine-l'Abbé,27056,Bernay
Fontaine-la-Louvet,27056,Bernay
Fontaine-la-Soret,27116,Brionne
Fontaine-sous-Jouy,27448,Pacy-sur-Eure
Fontenay,27226,Étrépagny
La Forêt-du-Parc,27507,Saint-André-de-l'Eure
Forêt-la-Folie,27016,Les Andelys
Fort-Moville,27467,Pont-Audemer
Foucrainville,27507,Saint-André-de-l'Eure
Foulbec,27467,Pont-Audemer
Fouqueville,76540,Rouen
Fourges,27681,Vernon
Fourmetot,27467,Pont-Audemer
Fours-en-Vexin,27681,Vernon
Francheville,27112,Breteuil
Franqueville,27116,Brionne
Freneuse-sur-Risle,27116,Brionne
Le Fresne,27165,Conches-en-Ouche
Fresne-Cauverville,27056,Bernay
Fresne-l'Archevêque,27016,Les Andelys
Fresney,27507,Saint-André-de-l'Eure
Gadencourt,27448,Pacy-sur-Eure
Gaillardbois-Cressenville,27246,Fleury-sur-Andelle
Gaillon,27275,Gaillon
Gamaches-en-Vexin,27226,Étrépagny
Garencières,27507,Saint-André-de-l'Eure
Garennes-sur-Eure,27230,Ézy-sur-Eure
Gasny,27681,Vernon
Gauciel,27229,Évreux
Gaudreville-la-Rivière,27165,Conches-en-Ouche
Gauville-la-Campagne,27229,Évreux
Gisay-la-Coudre,14478,Orbec
Gisors,27284,Gisors
Giverny,27681,Vernon
Giverville,27056,Bernay
Glisolles,27165,Conches-en-Ouche
Glos-sur-Risle,27116,Brionne
La Goulafrière,14478,Orbec
Goupillières,27051,Beaumont-le-Roger
Gournay-le-Guérin,27679,Verneuil-sur-Avre
Gouttières,27051,Beaumont-le-Roger
Gouville,27112,Breteuil
Grainville,27246,Fleury-sur-Andelle
Grand-Camp,27056,Bernay
Granchain,27051,Beaumont-le-Roger
Grandvilliers,27198,Damville
Graveron-Sémerville,27428,Le Neubourg
Gravigny,27229,Évreux
Grosley-sur-Risle,27051,Beaumont-le-Roger
Grossoeuvre,27229,Évreux
Le Gros-Theil,27428,Le Neubourg
Guernanville,27112,Breteuil
Guerny,27284,Gisors
La Guéroulde,27112,Breteuil
Guichainville,27229,Évreux
Guiseniers,27016,Les Andelys
Guitry,27226,Étrépagny
L'Habit,27230,Ézy-sur-Eure
Hacqueville,27226,Étrépagny
Harcourt,27116,Brionne
Hardencourt-Cocherel,27448,Pacy-sur-Eure
La Harengère,76540,Rouen
Harquency,27016,Les Andelys
Hauville,27103,Bourg-Achard
La Haye-Aubrée,27103,Bourg-Achard
La Haye-de-Calleville,27116,Brionne
La Haye-de-Routot,27103,Bourg-Achard
La Haye-du-Theil,76540,Rouen
La Haye-le-Comte,27375,Louviers
La Haye-Malherbe,27375,Louviers
La Haye-Saint-Sylvestre,61214,L'Aigle
Hébécourt,27284,Gisors
Hecmanville,27116,Brionne
Hécourt,27448,Pacy-sur-Eure
Hectomare,27428,Le Neubourg
Hennezis,27016,Les Andelys
Herqueville,27375,Louviers
Heubécourt-Haricourt,27681,Vernon
Heudebouville,27375,Louviers
Heudicourt,27226,Étrépagny
Heudreville-en-Lieuvin,27056,Bernay
Heudreville-sur-Eure,27375,Louviers
La Heunière,27448,Pacy-sur-Eure
Heuqueville,27016,Les Andelys
Les Hogues,76540,Rouen
Hondouville,27375,Louviers
Honguemare-Guenouville,27103,Bourg-Achard
L'Hosmes,27679,Verneuil-sur-Avre
Houetteville,27229,Évreux
Houlbec-Cocherel,27681,Vernon
Houlbec-près-le-Gros-Theil,76540,Rouen
La Houssaye,27051,Beaumont-le-Roger
Houville-en-Vexin,27246,Fleury-sur-Andelle
Huest,27229,Évreux
Igoville,76540,Rouen
Illeville-sur-Montfort,27103,Bourg-Achard
Illiers-l'Évêque,28348,Saint-Lubin-des-Joncherets - Nonancourt
Incarville,27375,Louviers
Irreville,27229,Évreux
Iville,27428,Le Neubourg
Ivry-la-Bataille,27230,Ézy-sur-Eure
Jonquerets-de-Livet,27056,Bernay
Jouy-sur-Eure,27448,Pacy-sur-Eure
Juignettes,61214,L'Aigle
Jumelles,27507,Saint-André-de-l'Eure
La Lande-Saint-Léger,27467,Pont-Audemer
Landepéreuse,27056,Bernay
Le Landin,27103,Bourg-Achard
Launay,27051,Beaumont-le-Roger
Léry,27375,Louviers
Letteguives,76540,Rouen
Lieurey,27467,Pont-Audemer
Lignerolles,27507,Saint-André-de-l'Eure
Lilly,76312,Gournay-en-Bray
Lisors,27246,Fleury-sur-Andelle
Livet-sur-Authou,27116,Brionne
Longchamps,27226,Étrépagny
Lorleau,27246,Fleury-sur-Andelle
Louversey,27165,Conches-en-Ouche
Louviers,27375,Louviers
Louye,28134,Dreux
Lyons-la-Forêt,27246,Fleury-sur-Andelle
La Madeleine-de-Nonancourt,28348,Saint-Lubin-des-Joncherets - Nonancourt
Mainneville,76312,Gournay-en-Bray
Malleville-sur-le-Bec,27116,Brionne
Malouy,27056,Bernay
Mandeville,76540,Rouen
Mandres,27679,Verneuil-sur-Avre
Manneville-la-Raoult,14333,Honfleur
Manneville-sur-Risle,27467,Pont-Audemer
Le Manoir,27493,Romilly-sur-Andelle
Manthelon,27198,Damville
Marais-Vernier,27467,Pont-Audemer
Marbeuf,27428,Le Neubourg
Marcilly-la-Campagne,28348,Saint-Lubin-des-Joncherets - Nonancourt
Marcilly-sur-Eure,27230,Ézy-sur-Eure
Martagny,76312,Gournay-en-Bray
Martainville,27467,Pont-Audemer
Martot,76540,Rouen
Mélicourt,61214,L'Aigle
Ménesqueville,27246,Fleury-sur-Andelle
Ménilles,27448,Pacy-sur-Eure
Menneval,27056,Bernay
Mercey,27681,Vernon
Merey,27448,Pacy-sur-Eure
Le Mesnil-Fuguet,27229,Évreux
Le Mesnil-Hardray,27165,Conches-en-Ouche
Le Mesnil-Jourdain,27375,Louviers
Mesnil-Rousset,61214,L'Aigle
Mesnil-sous-Vienne,76312,Gournay-en-Bray
Mesnil-sur-l'Estrée,28134,Dreux
Mesnil-Verclives,27016,Les Andelys
Mézières-en-Vexin,27681,Vernon
Miserey,27229,Évreux
Moisville,28348,Saint-Lubin-des-Joncherets - Nonancourt
Montaure,27375,Louviers
Montfort-sur-Risle,27116,Brionne
Montreuil-l'Argillé,14478,Orbec
Morainville-Jouveaux,27467,Pont-Audemer
Buis-sur-Damville,27198,Damville
Morgny,27226,Étrépagny
Morsan,27056,Bernay
Mouettes,27230,Ézy-sur-Eure
Mouflaines,27226,Étrépagny
Mousseaux-Neuville,27507,Saint-André-de-l'Eure
Muids,27375,Louviers
Muzy,28134,Dreux
Nagel-Séez-Mesnil,27165,Conches-en-Ouche
Nassandres,27051,Beaumont-le-Roger
Neaufles-Saint-Martin,27284,Gisors
Neaufles-Auvergny,61214,L'Aigle
Le Neubourg,27428,Le Neubourg
Neuilly,27230,Ézy-sur-Eure
La Neuve-Grange,27226,Étrépagny
La Neuve-Lyre,61214,L'Aigle
La Neuville-du-Bosc,27428,Le Neubourg
Neuville-sur-Authou,27116,Brionne
Noards,27056,Bernay
La Noë-Poulain,27467,Pont-Audemer
Nogent-le-Sec,27165,Conches-en-Ouche
Nojeon-en-Vexin,27226,Étrépagny
Nonancourt,28348,Saint-Lubin-des-Joncherets - Nonancourt
Normanville,27229,Évreux
Notre-Dame-de-l'Isle,27681,Vernon
Notre-Dame-d'Épine,27116,Brionne
Notre-Dame-du-Hamel,61214,L'Aigle
Le Noyer-en-Ouche,27051,Beaumont-le-Roger
Noyers,27284,Gisors
Ormes,27165,Conches-en-Ouche
Orvaux,27165,Conches-en-Ouche
Pacy-sur-Eure,27448,Pacy-sur-Eure
Panilleuse,27681,Vernon
Parville,27229,Évreux
Perriers-la-Campagne,27116,Brionne
Perriers-sur-Andelle,27246,Fleury-sur-Andelle
Perruel,76540,Rouen
Piencourt,27056,Bernay
Pinterville,27375,Louviers
Piseux,27679,Verneuil-sur-Avre
Pîtres,27493,Romilly-sur-Andelle
Les Places,27056,Bernay
Plainville,27056,Bernay
Le Planquay,27056,Bernay
Plasnes,27056,Bernay
Le Plessis-Grohan,27229,Évreux
Le Plessis-Hébert,27448,Pacy-sur-Eure
Le Plessis-Sainte-Opportune,27051,Beaumont-le-Roger
Pont-Audemer,27467,Pont-Audemer
Pont-Authou,27116,Brionne
Pont-de-l'Arche,27469,Pont-de-l'Arche
Pont-Saint-Pierre,27493,Romilly-sur-Andelle
Porte-Joie,27375,Louviers
Portes,27165,Conches-en-Ouche
Port-Mort,27275,Gaillon
Poses,27375,Louviers
La Poterie-Mathieu,27467,Pont-Audemer
Les Préaux,27467,Pont-Audemer
Pressagny-l'Orgueilleux,27681,Vernon
Prey,27229,Évreux
Puchay,27226,Étrépagny
Pullay,27679,Verneuil-sur-Avre
La Pyle,27428,Le Neubourg
Quatremare,27375,Louviers
Quessigny,27507,Saint-André-de-l'Eure
Quillebeuf-sur-Seine,27467,Pont-Audemer
Quittebeuf,27428,Le Neubourg
Radepont,27246,Fleury-sur-Andelle
Renneville,27246,Fleury-sur-Andelle
Reuilly,27229,Évreux
Richeville,27226,Étrépagny
Roman,27198,Damville
Romilly-la-Puthenaye,27051,Beaumont-le-Roger
Romilly-sur-Andelle,27493,Romilly-sur-Andelle
La Roquette,27016,Les Andelys
Rosay-sur-Lieure,27246,Fleury-sur-Andelle
Rougemontiers,27103,Bourg-Achard
Rouge-Perriers,27428,Le Neubourg
La Roussière,14478,Orbec
Routot,27103,Bourg-Achard
Rouvray,27448,Pacy-sur-Eure
Rugles,61214,L'Aigle
Le Sacq,27198,Damville
Sacquenville,27229,Évreux
Saint-Agnan-de-Cernières,14478,Orbec
Saint-Amand-des-Hautes-Terres,76540,Rouen
Saint-André-de-l'Eure,27507,Saint-André-de-l'Eure
Saint-Antonin-de-Sommaire,61214,L'Aigle
Saint-Aquilin-de-Pacy,27448,Pacy-sur-Eure
Saint-Aubin-d'Écrosville,27428,Le Neubourg
Saint-Aubin-de-Scellon,27056,Bernay
Saint-Aubin-des-Hayes,27051,Beaumont-le-Roger
Saint-Aubin-du-Thenney,14478,Orbec
Saint-Aubin-le-Guichard,27051,Beaumont-le-Roger
Saint-Aubin-le-Vertueux,27056,Bernay
Saint-Aubin-sur-Gaillon,27275,Gaillon
Saint-Aubin-sur-Quillebeuf,27467,Pont-Audemer
Sainte-Barbe-sur-Gaillon,27275,Gaillon
Saint-Benoît-des-Ombres,27116,Brionne
Saint-Christophe-sur-Avre,27679,Verneuil-sur-Avre
Saint-Christophe-sur-Condé,27467,Pont-Audemer
Saint-Clair-d'Arcey,27056,Bernay
Sainte-Colombe-la-Commanderie,27428,Le Neubourg
Sainte-Colombe-près-Vernon,27275,Gaillon
Sainte-Croix-sur-Aizier,27467,Pont-Audemer
Saint-Cyr-de-Salerne,27116,Brionne
Le Vaudreuil,27375,Louviers
Saint-Cyr-la-Campagne,76540,Rouen
